track_id,cnn_emb_0,cnn_emb_1,cnn_emb_2,cnn_emb_3,cnn_emb_4,cnn_emb_5,cnn_emb_6,cnn_emb_7,cnn_emb_8,cnn_emb_9,cnn_emb_10,cnn_emb_11,cnn_emb_12,cnn_emb_13,cnn_emb_14,cnn_emb_15,cnn_emb_16,cnn_emb_17,cnn_emb_18,cnn_emb_19,cnn_emb_20,cnn_emb_21,cnn_emb_22,cnn_emb_23,cnn_emb_24,cnn_emb_25,cnn_emb_26,cnn_emb_27,cnn_emb_28,cnn_emb_29,cnn_emb_30,cnn_emb_31
2551275,2.5571136,0.8243705,-2.6546168,-0.70234907,-0.8588006,-0.4545343,1.9949384,1.1388744,-1.0126116,0.41799682,-1.611972,0.9157668,0.7937575,-1.2298367,1.0888847,-0.049388006,-1.125488,-0.44308686,0.5598271,-0.022394754,-1.2960131,1.2097099,0.59620273,1.4304866,2.5284793,1.2196537,1.7196393,-1.6936934,1.0890716,0.34652677,0.14135873,-1.0526196
2554865,4.0272207,0.39488414,-4.3422585,0.61569655,-0.062239755,1.0419817,2.92325,1.4567534,-0.33534202,-0.06933938,-1.6213533,-0.5446616,2.1680007,-0.51347286,1.4295102,0.3795952,-2.792768,-2.288207,1.1255313,0.43788958,1.0214438,1.4011693,0.88514864,1.4639325,4.378596,0.7973786,3.6096745,-1.6198591,1.136392,-0.535339,0.59317386,-3.831393
2554897,-0.12365003,-1.0055462,2.858988,-0.61621296,-0.93340147,0.5146849,2.1891434,1.3447615,2.6271229,-3.1543913,-2.2154021,1.3036904,-0.47493264,0.6088863,-1.1273688,0.4137506,1.3266248,0.39791405,-0.28622562,-0.65398175,0.0452214,2.9411502,2.0574126,1.7370855,1.7491436,-0.014060006,0.27245262,-0.07306263,-3.4476125,-0.58731073,-0.13039337,-0.28368187
2555581,0.13174461,0.57437146,-0.735717,1.2884982,-2.6888201,0.6575729,0.625384,0.007167984,-1.4135929,-2.6176498,0.87024283,-2.3099012,-0.4612136,2.6951704,-1.6732936,0.5341602,2.2432597,0.73969656,0.80068225,-0.38095486,-0.52697486,0.39488947,1.9755124,1.8106816,-1.676473,0.550215,0.40812734,-1.6753882,-0.9369636,0.3819233,1.9354719,-2.3972352
2556706,-0.31845203,0.8548978,0.2573952,-0.045751743,-0.2645204,-1.8285072,-0.6843375,1.9990635,1.7563344,1.0968448,1.8822169,1.3222572,-2.0118701,0.40655676,-0.6481907,-0.4034698,0.25043768,0.56844705,-0.4545989,0.3442686,-0.40720746,-1.724199,1.1258142,-1.5367063,-0.15753922,-0.71678424,-1.4682343,-2.0980937,-1.318801,-1.1752822,-1.0464371,1.1046202
2558952,-0.23182465,1.2588133,1.056753,4.925971,3.4654787,-2.392329,1.2203019,-2.0884516,-1.4672985,-1.3380264,-2.2537167,4.203269,0.25877944,-2.5692682,0.18581788,0.15059796,0.326314,-1.3955743,-1.5004832,-0.19638477,1.3442088,-1.3751563,5.623322,-2.6802175,0.053075753,0.25952733,-0.6773711,2.7773845,1.0411658,1.7234042,-1.3226538,-0.7978794
2559234,-1.4196676,0.86075735,1.4882433,-1.2858827,-1.3667973,2.329601,-2.2416873,0.683653,-1.1491317,0.07801977,1.1183937,0.6867113,1.8792117,0.55864894,-1.0933754,0.55403256,0.6077862,-0.3142944,-1.4102759,-0.670704,-0.7498291,0.13819079,-0.8312819,-1.5849335,-0.7987136,-2.1625726,0.027580095,0.600284,-0.49223766,0.29118007,-0.99318826,-0.9545592
2559314,-1.1934242,0.56254804,1.4240433,-0.9801461,-0.66330296,2.3138263,-1.5197245,0.37496752,-0.4841889,-0.27224076,0.7724215,0.32971424,1.6896048,0.3774407,-1.1433412,0.71836114,0.3668166,-0.26687074,-0.907619,-0.7064192,-0.38635817,0.5520299,-0.36850202,-1.279392,-0.6293466,-1.4694432,0.25095734,0.2764187,-0.19408819,0.2706726,-0.7473772,-0.9226241
2560009,-0.5009668,2.2174704,-0.82538086,0.5509092,0.015718518,-1.2294381,1.445037,-2.4672642,-1.510836,-2.1330283,-0.6416488,1.0961844,0.6370171,-1.8846678,1.0355558,0.18192142,-0.31378904,2.0195136,-0.29621115,0.8574667,-0.0014930964,-0.025918305,1.7598381,0.34158927,-0.567164,-2.1425908,0.36319983,0.65507716,0.25538895,0.6639624,-0.18775654,-0.69234455
2560243,0.11135945,3.5619993,-1.9793345,-0.36334667,0.8389872,-2.7951496,3.2187893,-3.542509,-2.4253857,-2.2236612,-1.7717432,1.8732449,1.4987541,-3.5453491,0.41450077,0.37299308,-0.9825822,3.0121567,-0.9619134,2.165735,0.75159204,-1.169969,3.4132888,-0.56623405,-0.9822889,-2.3050046,1.1822664,1.4538802,-0.76889527,0.4404719,-0.28213143,-1.5754424
2561850,-2.6335313,4.096297,-0.91752064,-1.3851687,0.5017764,-1.1437637,1.2825458,3.7739842,-0.7806691,-0.56080896,1.021798,-0.7449453,4.13964,-0.38338503,-1.3072174,2.4604435,0.2276276,-1.5185875,0.10797294,-2.1796193,0.69469976,3.492374,1.4841009,0.8571561,2.3582158,1.7565888,2.2467742,0.84837884,0.3564333,-0.54861605,0.5351375,-0.38076848
2562490,0.0067906864,0.5773064,2.833152,0.05780852,-2.5616984,0.36205232,2.6039343,2.9356222,5.880912,-2.253517,-4.010101,1.5545778,1.3283473,0.15839964,0.4221128,-1.9168006,2.500964,-0.032334268,0.5493454,-0.99406904,1.5331463,1.7983432,0.55025667,2.6244316,3.0317223,0.84661484,0.15279678,-2.0781891,-4.13337,-0.9981299,-1.2419806,-2.446852
2562695,0.3536719,-0.82004297,0.14491637,-0.7543968,-1.2905033,0.043180697,0.76520777,0.22195643,2.104642,-2.93685,-2.087341,0.3066817,-1.0649605,1.1882105,-0.7142794,0.31870514,1.3083234,0.18551333,1.3044423,0.41494554,-0.39981,1.4099735,1.676907,0.52722394,0.8592861,1.0356591,-0.54209995,-0.27823785,-1.9768867,-0.22022623,-0.08302628,0.14555097
2563010,0.90973634,1.6693103,-0.0072672274,1.2506793,-0.8523144,2.440536,0.34149545,-1.2920594,1.8221841,-0.8656003,0.79056793,1.4891818,-0.6491211,-2.3197253,-2.750709,1.0440832,-1.0854738,-0.9687529,-1.23929,-0.8420366,-0.35646275,-2.1094341,-0.35901955,-2.9772353,-0.2841597,0.35059664,-0.8755301,-0.37912413,-0.5855399,0.30659282,-2.541812,1.8725488
2563268,-0.27217007,2.0947883,-1.1740376,0.50441515,1.1268442,0.30784273,-0.5539788,-0.7661262,2.5022116,-1.3231347,-0.11765489,1.548517,-2.4824336,0.563813,0.027006853,-0.14461635,-1.2248906,-2.417545,0.6434649,0.22169533,0.7685862,-2.700318,-1.0426526,2.347892,-0.27391508,-0.19628169,-0.117835954,-1.366635,-1.3910801,2.1900852,0.5685071,-1.0007094
2563532,-1.0070332,4.3815227,-0.41317773,-0.13366781,0.28334022,0.71046966,-0.4236772,-1.2774119,0.9107735,1.0857435,-0.8085805,0.8395429,-1.9845649,0.83197993,9.2539936e-05,-1.8744793,0.7024051,-3.9643443,0.40236625,2.3830743,1.2130526,-3.7438595,-1.6710846,2.3487058,1.6459098,-0.094688326,0.89898413,-0.76195097,-1.4892678,2.5490773,2.5065393,-0.059358925
2563760,0.58071494,-0.9620867,-0.32487124,-0.4875511,-0.7031055,-0.39840302,0.6947061,0.1599337,0.85680306,-2.6222782,-1.3184438,0.33385676,-0.79996306,0.8053966,-0.8323646,0.6852642,0.7539601,-0.041137785,1.2617444,0.16254424,-0.60691255,1.4514786,1.4074363,-0.10282691,0.6476653,0.8404672,-0.4885763,0.07234497,-1.0746722,-0.25032952,0.20845596,0.5067577
2563806,0.16858704,-1.8180623,0.41267148,-0.77220654,-0.46928298,-0.54667634,1.6590688,0.6771276,1.967336,-3.2464345,-1.5350089,0.2762465,-1.3767823,0.8336001,-0.88308907,1.3893962,0.9461461,0.49785346,0.97236836,-0.24625956,-0.8443851,1.607848,1.7634784,0.54724354,1.0194833,0.93346864,-0.11086217,0.004883472,-1.8118026,-0.43130687,0.5416149,0.72069526
2563952,-0.85336995,0.5870379,-0.6973444,1.312895,-1.6259037,-0.7497056,1.5208179,1.0528718,3.4067044,-1.7113837,-1.2158256,0.6211773,-0.40321094,-0.027330311,0.8823724,0.09431444,0.37001216,0.8392361,0.77853155,-0.28615278,0.13890253,0.34136948,0.5368889,1.2020483,0.4079858,0.46452838,0.40579724,-1.1622759,-1.4081056,-0.17255202,-0.5592669,0.109086215
2563954,0.419278,-1.0526457,-0.44247517,-0.6386744,-0.7756572,-0.49328288,1.1565882,0.41547754,1.3767661,-2.504548,-1.5442241,0.4312042,-0.8359805,0.9469953,-0.5918111,0.793871,1.2543385,0.26527473,1.3256227,0.14621691,-0.71574587,1.6018765,1.1085612,0.07393871,0.9938708,0.85092235,-0.32951322,0.027293641,-1.1099727,-0.09670187,0.26542807,0.49681887
2564233,1.7151163,2.0733793,-1.1856731,-0.03369374,-1.1795855,-0.67906874,1.2794628,2.0242074,-0.3609427,1.6921853,-0.83369094,2.0898378,0.42593965,-0.14222687,0.6369626,0.5999253,-0.4728895,-0.56069034,0.7665636,-0.0734607,-2.5745735,-0.6571619,0.040302295,1.8580457,3.1714966,0.54327434,-0.102635376,-1.5999883,1.510486,1.98602,0.3500829,-0.38351876
2566102,0.07780594,0.40698317,-1.7248456,0.68820894,-1.2781944,-0.67296237,-0.15153575,0.3093122,1.1265693,-1.3227717,-0.7055232,0.18623275,-0.6304681,0.7898112,0.15728255,0.26894063,0.40507782,0.42836374,1.2508426,0.41572326,0.15788051,-0.32212472,0.9770742,-0.33147267,-0.40012723,0.40642256,-0.09539638,-0.39138454,0.053404085,0.05843457,-0.37774554,0.048970956
2567729,0.19380848,-0.39765283,0.19494049,0.33671618,-1.671037,-0.43971005,1.6667243,1.25251,3.3793397,-2.7961457,-2.1553602,0.34247285,-0.3469032,0.3383867,0.05897083,0.278827,1.1674651,0.5974557,1.1913158,-0.32521266,0.31870586,1.1357584,1.0927564,1.3014383,1.2788236,0.85879695,-0.039278097,-1.3270015,-2.036979,-0.32660645,-0.1090297,0.33984867
2568309,-0.014299337,1.76369,-0.81184036,-0.5180223,-0.5506794,-0.40982935,1.0832822,-1.5022719,-0.9564285,-1.694806,-0.12320917,0.042889107,0.4828966,-1.458681,1.3573864,-0.19909683,-0.3717218,1.8059067,0.13405752,0.57209873,-0.32302293,0.52411795,0.40171915,0.9588957,-0.03635239,-1.5799351,0.45959985,-0.0035380684,0.053210225,0.17736396,0.012744412,-0.20995817
2568576,-0.33349392,1.5315863,-0.4241351,0.8460851,0.14186177,-0.6009345,1.1277363,-2.1120238,-1.2370543,-2.0016217,-0.38518488,1.0192918,0.3373555,-1.4147862,1.1988292,0.19286594,0.06263383,1.5258931,-0.051235702,0.23437206,0.20757484,0.028695434,1.1190028,0.3973387,-0.33726722,-1.9026488,0.16898148,0.47323376,0.5284699,0.95985556,-0.38512158,-0.7047623
2568632,0.14831826,2.3548112,-1.2570823,-0.57179296,-0.041417703,-0.86708003,1.9217583,-2.1041713,-1.3217466,-1.6824129,-0.31023347,0.26348573,0.8600282,-1.815353,1.5871358,-0.24400398,-0.42482153,1.5857784,-0.33820882,0.31590998,0.04850197,0.25392342,1.4005659,0.9954659,-0.50947756,-2.4200118,0.5604791,0.21095349,-0.53937846,0.2802876,0.7869818,-0.11747158
2568863,-0.00425506,2.7199185,-1.1502571,-0.14499313,0.023590578,-1.5657429,1.791355,-2.1545691,-1.4780165,-2.0874112,-0.95647687,0.7980033,1.0447103,-2.3049955,0.9288607,0.21996962,-0.8793814,2.2113883,-0.36384892,1.4065518,0.13005912,-0.10004711,1.7223222,0.12752591,-0.41465828,-2.080671,1.0234706,0.64018756,-0.6384941,0.30584654,-0.09681673,-0.7492885
2571739,-0.22283678,0.88772476,-0.53870463,0.5752679,-1.5519454,-0.89403576,0.58094376,0.9917698,2.278965,-1.2223086,-0.9742003,0.08485225,0.15318592,-0.4122338,0.63371724,-0.27959108,0.16113484,0.51013756,0.948447,0.15753432,0.09697215,-0.1850902,0.6257803,0.732146,0.22290926,0.7270763,0.18200088,-1.4040953,-0.5127493,-0.28754428,-0.36905944,0.02891251
2574423,-1.0021653,-0.699249,-0.70657516,0.60560566,-0.13022049,-0.58856183,1.0764147,-0.22927853,-0.027258836,-1.0561715,0.99940735,-0.4862291,-1.439864,-0.72944725,0.43854305,1.4363422,-1.0576307,0.86002904,-0.40065905,0.17870362,-0.38330114,0.225482,0.25155196,0.20276757,-0.93430525,-0.7119888,1.662056,1.4284511,1.0626229,-0.043163694,-0.280812,1.2388684
2574449,-0.5187165,-1.0377172,-1.7280896,0.91542745,-0.17661394,-0.6934561,0.38169545,-0.5120089,0.038235523,-1.1699632,0.91928476,-0.65968776,-1.5602685,-0.41185772,0.44722623,1.6706247,-0.56539434,0.6980919,-0.037774175,0.23867868,-0.3659371,-0.1071157,0.6328002,0.2640291,-0.45730776,0.27410394,1.180433,0.5646301,1.1253437,0.45521036,0.08351476,1.4671512
2574463,-0.46430004,-1.3742335,-0.65616757,0.3358247,0.26161203,-0.2978507,0.95879245,-0.5195191,-1.1993979,-1.4934758,0.9292377,-0.70085657,-1.8599186,-0.29218537,-0.036766745,1.8662906,-0.6788448,0.8489931,-0.36867645,0.13513432,-0.86733276,0.482121,0.42590985,-0.08109705,-0.9579636,-0.60163605,1.2542843,1.8648493,0.98622614,-0.07961606,0.3473611,1.43214
2574491,0.3195682,-1.4409964,-2.2581017,0.43415862,-0.8016602,-0.69938755,0.19772884,-0.6246669,-0.27780378,-1.2161497,0.8699401,-0.892666,-1.851925,0.17752007,-0.012048205,1.4622864,0.08068393,0.71837515,0.8986149,0.5752743,-0.5042771,0.0016163923,0.52943116,-0.786016,-0.3329463,0.63738716,1.2753388,0.0053944625,0.6818384,0.47008616,0.48083234,2.2442472
2575828,-1.1088104,1.5853547,3.0468335,-4.64521,-3.7694814,-2.6007624,-2.7434845,-0.65651876,-1.8655033,2.390619,0.9024942,1.0080584,2.9046562,-4.627295,4.9294243,0.995729,-3.083684,2.1491303,2.5525177,-0.8790621,3.1492996,-1.449141,-0.12418307,1.0557694,-0.8133884,2.5019493,-1.3234991,1.8839948,-0.81602025,1.5464473,-2.4186947,-0.27957094
2576295,-1.22966,1.5484198,2.0203218,-2.9752915,-2.332733,-1.4097967,-2.8546772,-0.6099407,-1.6556575,2.3517747,-0.09337484,0.6807305,2.1499782,-3.3636432,3.0795681,0.5159815,-1.9118629,1.0108107,2.3662233,-0.2580219,1.7694817,-0.95942813,0.5047123,-0.6190893,-0.38222432,1.4121183,-1.0545928,0.8330921,-0.43306842,1.0895125,-1.5695906,0.4315705
2576961,-2.9085305,4.4268994,-0.12900288,3.3518965,1.268211,-0.3709937,-1.6519998,-3.1495237,3.106663,-1.5935159,-0.4730129,3.9400692,-1.9268825,0.6266919,-1.3147699,-2.0729084,1.2365586,-4.0108285,-1.0721141,2.365759,0.33155078,-4.7314043,-1.260343,2.6764522,1.1786265,-0.79458654,0.14247154,1.28064,-1.9787196,2.0103672,-0.29797012,0.69892776
2577177,1.2181183,0.03288003,-1.2745627,0.15119159,-0.825797,-0.0011129733,0.77416784,1.2021321,-0.48773667,0.79340786,-0.4122803,1.1462164,0.98614067,-0.06814455,0.086795926,0.34453154,-0.33283472,-0.7780581,0.33420706,-0.23490655,-0.65592104,0.6021093,-0.09182048,1.1760421,1.6229506,0.67977256,0.10890368,-0.77528095,0.64995027,0.90774935,-0.30849594,-0.17509577
2577231,2.902198,0.21631972,-2.5773108,-0.054490544,-2.4662533,0.5345017,1.8689148,2.1977618,-1.1185431,1.7137648,-0.5401396,1.1503589,2.1694884,0.42633256,0.86503136,1.7070284,-1.7116051,-1.2783433,1.2163154,-0.5583839,0.2196754,0.023346353,-0.38805097,1.6812514,3.4586527,0.18997073,1.3407749,-2.150333,0.8723551,1.5424896,0.26517457,-1.7030709
2577725,3.8127763,-0.60679567,-4.084706,1.5622699,-0.5635443,1.5163075,2.584495,1.4572667,-0.2861804,0.49914736,-0.56128174,-0.50173146,2.8674114,0.5304006,0.77676356,1.5229118,-2.6047218,-2.787959,0.9540978,0.39059624,2.6907458,0.42391032,-0.2013885,1.2782108,4.6727533,0.37147275,2.9214551,-1.4137862,0.7943045,-0.3230122,0.1919018,-4.105974
2579151,0.6701506,2.228342,-0.7831222,0.8340197,0.06634099,1.0235388,-0.82331765,-1.0322331,-0.3410232,0.40723553,-2.570232,-1.7811238,-0.41911086,0.82154834,0.19623516,-0.9224626,0.9201772,0.28701225,0.08829166,0.68369424,-3.368405,0.82580274,1.8773339,-1.3558515,0.25042528,-1.6321138,0.5969414,1.2541826,-0.3226434,-1.5971562,1.1874152,-0.91080534
2579567,2.6301877,0.109201185,-2.5813336,0.88413686,-2.4917407,1.4609667,1.8196896,2.7592216,-0.29390174,1.7402364,-0.1372234,1.177171,2.5390413,1.1313614,1.1860245,2.8852549,-2.1182964,-1.8073075,1.567866,-0.4345368,0.8328471,-0.93252534,-1.139884,1.9631747,3.9831736,-0.47036007,1.4538282,-1.920492,0.15880477,2.078441,0.6719932,-2.7957244
2580224,-0.32714233,-0.9180447,0.2980008,0.092564985,0.29732683,1.3070022,0.2585702,-2.2369664,-0.16088635,-2.0844493,-1.0672202,-0.082282305,1.6751729,-0.1653001,0.18223742,0.87568176,-0.8809984,0.6705355,-0.22795612,-1.7054274,-0.25966766,-0.86630094,-1.7612795,-0.30379426,0.1474997,0.48032635,-0.8876352,-0.7789909,0.63152945,-0.34453726,-0.8751799,1.3986049
2580240,-0.023834337,-0.8058808,0.45245188,0.32565013,0.37810248,0.9823918,0.35954687,-1.7443858,0.0664584,-1.6728772,-1.0348436,-0.041610543,1.3680887,-0.47513995,0.15530086,1.1376973,-0.8086707,0.7956355,0.18583947,-1.5769023,-0.18948784,-0.93586755,-1.7044812,-0.6719339,0.09987144,0.49387598,-0.8360473,-0.509724,0.95696396,-0.10709773,-0.68768877,0.35247728
2580241,-0.07721861,-0.73644227,-0.25858343,0.3554581,0.5053396,1.5406533,0.34063956,-2.508726,0.33590358,-2.189798,-1.080449,0.11913067,1.6245122,-0.8421863,-0.053462207,0.82352465,-0.6189404,0.7377114,-0.10780287,-1.6046425,-0.03343612,-0.43182686,-1.3329164,-0.54775554,0.11316672,0.059434835,-1.2202963,-0.8262359,0.9965029,-0.42777863,-1.0498286,1.3871684
2580309,0.31242722,-0.8200261,0.30402184,0.39160833,0.06708926,1.7875297,-0.26316535,-2.0874662,0.7408263,-1.7283499,-0.71968746,0.13178335,1.3272927,-0.16654018,-0.45879593,0.88168466,-0.5078711,0.38501754,-0.0317142,-1.3687373,0.21451673,-0.65141135,-1.0794063,-0.6116065,0.55137265,-0.037570413,-0.6971104,-1.2016633,0.60701424,-0.4004258,-1.5304856,1.1796273
